source_path,migration_status,source_sha256,reason
.dependency-cruiser.cjs,PRESERVED_RENAMED,52e4c8cdb2e5cc0f20f498dd7a7a0627d3621ef49bd0ffc04cebd2cb4bcad4a3,Technical scaffold migrated to ZENLABS namespace.
.env.example,PRESERVED_RENAMED,8a457d362904c6a1e190c00abd5cffd6fe999def6bfdadb27f37e06221fcd758,Technical scaffold migrated to ZENLABS namespace.
.githooks/pre-commit,PRESERVED_RENAMED,87925a9f0b67ed34928cdbd4a5a11e951811af2d5f96c1ef25ff50c0c60c36fa,Technical scaffold migrated to ZENLABS namespace.
.github/actions/setup/action.yml,PRESERVED_RENAMED,a2cdafdd73cc6ec7fb186940f7e684d0ad57e4feddbc5ef14f49e6e37afd0ab9,Technical scaffold migrated to ZENLABS namespace.
.github/workflows/ci.yml,PRESERVED_RENAMED,d7fdfccff703245a778053269e2ec4a86631e99efcd630e2ecbb4076cff5b774,Technical scaffold migrated to ZENLABS namespace.
.gitignore,PRESERVED_RENAMED,f6fc690d698533574f73edc4b8213c94b98de6681f863dd67ed363e90c808036,Technical scaffold migrated to ZENLABS namespace.
.gitleaks.toml,PRESERVED_RENAMED,6d991ddf7c7d5ab605d6253e4f31fc0473868b07c0f7e7f1f8c25a541d9815c6,Technical scaffold migrated to ZENLABS namespace.
.neocortex/architecture-policy.json,SUPERSEDED,d6e2a62de47e896bb79633d90de9d9e4cfe6b738c838d0c6cf3b0b01c272dd33,Product authority/state replaced by ZENLABS V2 policy; source archived.
.neocortex/state.json,SUPERSEDED,cef71c8d42dfcd51c02e593e0a7c65d9cc26a442894df099eda6755f65bf33b6,Product authority/state replaced by ZENLABS V2 policy; source archived.
.npmrc,PRESERVED_RENAMED,921f2bb325de28177394c82947f85f42be8280b2d962fa685de491ae682f5fa3,Technical scaffold migrated to ZENLABS namespace.
.nvmrc,PRESERVED_RENAMED,08062faf0d7a2d22f5d7933c50e975dd1527034275597be7c1b3b9fd2b9d079a,Technical scaffold migrated to ZENLABS namespace.
README.md,SUPERSEDED,4540fded330f6ab4e34997c8126c83d6aa4161c83fd2a351b0b6a648a9869080,Replaced by ZENLABS V2 README; exact source archived.
apps/api/package.json,PRESERVED_RENAMED,299252a7a0c3e798432ba4de234655e17862cd75d6d3374726c927e81f3102ef,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/app.module.ts,PRESERVED_RENAMED,39329807cdd64b81baebad37c0abe261ae20da72990e6e9f0286ede4984123a8,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/common/correlation/correlation.middleware.ts,PRESERVED_RENAMED,5ec78e351f529e061cf2caa7bc5edc0ffb424506c9d144bd02317d008b9de0ac,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/common/errors/app-error.ts,PRESERVED_RENAMED,5d1a49fbc0427549806745d13a32779d6dc0b655cb2d6e08a8d82c1081c4b832,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/common/filters/problem-details.filter.ts,PRESERVED_RENAMED,f13de3ca1b6a1a7a481e5b0713416df6fc104d4c0c99444ec3b0bc832bf015a1,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/common/pipes/contract.ts,PRESERVED_RENAMED,32ca91a73d11f4c4b6a4354cfc99f10edb545621f9b6a487e00df2aec6bb14c0,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/common/pipes/zod-validation.pipe.ts,PRESERVED_RENAMED,a9785d77485ca054a11d5e8941019e9ad9e006980ad3674d2b64da3731b9d452,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/health/health.contract.ts,PRESERVED_RENAMED,70e412df95d3293748a6c61b219f4f1d01938fe7097321dec4f324b379692a35,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/health/health.controller.ts,PRESERVED_RENAMED,ceb9429329d707376497fca3e4a2d4c3f982308d5437e45be7cbbcab0702345d,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/health/health.tokens.ts,PRESERVED_RENAMED,d96118dc3608e51d9b406508531eac0b38cf628f366518952dda0ea154d0de50,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/main.ts,PRESERVED_RENAMED,6594219fd6ec3abe5de2ea172f2d3d10dac5932f985706ce47ca284833084a7f,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/modules/README.md,PRESERVED_RENAMED,6c0b69a5b80191db58e45739555f0e64ce9d8cb2350755850cfbec78d8eacf15,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/openapi/generate.ts,PRESERVED_RENAMED,b6f8a6c6844ef77448410484b937bb64804835c03bf89108ad9268d1a92b00bd,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/openapi/registry.ts,PRESERVED_RENAMED,81ff6af7be51f96a352c0f24daf9853a426e69447961f4967c78fdfa251875cd,Technical scaffold migrated to ZENLABS namespace.
apps/api/src/openapi/render.ts,PRESERVED_RENAMED,b20a745ad9ca0f02627cc8bd32a79f72185be75e192a249c7667b275520f73db,Technical scaffold migrated to ZENLABS namespace.
apps/api/test/pipeline.test.ts,PRESERVED_RENAMED,3443175cfe5f810d5aa3145d70a09bf9439da6aa819f2b15aaaa96c2590c9e7e,Technical scaffold migrated to ZENLABS namespace.
apps/api/test/shutdown-ownership.test.ts,PRESERVED_RENAMED,eaeb7edd485bf53632f95cf138bd71ff6a4158469fe3d2f7015460256173cfae,Technical scaffold migrated to ZENLABS namespace.
apps/api/test/validation-pipeline.test.ts,PRESERVED_RENAMED,13f3473d32cf0c9ff3bbfe58be2466e97520edbb0543e62395411b0f86ed924d,Technical scaffold migrated to ZENLABS namespace.
apps/api/tsconfig.build.json,PRESERVED_RENAMED,742acc82a5e51155a0ab6ea2bef5faa0e2cb1f348f46c281bf400da79aaa609b,Technical scaffold migrated to ZENLABS namespace.
apps/api/tsconfig.json,PRESERVED_RENAMED,a167feb6be11aa4a2513e959c01478efc0c1e4779611f0c7b8523b9cd8a19691,Technical scaffold migrated to ZENLABS namespace.
apps/web/next-env.d.ts,PRESERVED_RENAMED,85ae5aee75f011967cf2d25cbc342f62d69314e9d925f7f4aa3456fc2cffcca6,Technical scaffold migrated to ZENLABS namespace.
apps/web/next.config.mjs,PRESERVED_RENAMED,74c83b02efedbb760324306dbac861e55537ec3747ecd247d34b8847568fd508,Technical scaffold migrated to ZENLABS namespace.
apps/web/package.json,PRESERVED_RENAMED,6a995bc610dc8b85fdd19b0ca813bc636787cc7a3d2473d388260b05a1097028,Technical scaffold migrated to ZENLABS namespace.
apps/web/src/app/api/health/route.ts,PRESERVED_RENAMED,7e3e2de01ebcf19026ce851508dccb5c46db794a06f19c9061c3119d9a6ed817,Technical scaffold migrated to ZENLABS namespace.
apps/web/src/app/layout.tsx,PRESERVED_RENAMED,7910181cb4963b19ea9402770b79b8e2ff70577ae9faee2135e47380d35f99ca,Technical scaffold migrated to ZENLABS namespace.
apps/web/src/app/page.tsx,PRESERVED_RENAMED,fc3a8e80639726f4abfe062107452ae0456952902099d3678e2223607187d906,Technical scaffold migrated to ZENLABS namespace.
apps/web/src/main.ts,PRESERVED_RENAMED,0e0842b56a705258eadb3a024fc83878edee3a2aace2311072e5df8414f29390,Technical scaffold migrated to ZENLABS namespace.
apps/web/tsconfig.build.json,PRESERVED_RENAMED,4e3ad1894df75c584b364a005d982fc871d9cd69f1cf571e1022a849a9ff0307,Technical scaffold migrated to ZENLABS namespace.
apps/web/tsconfig.json,PRESERVED_RENAMED,a380709a6a9fbd8de4fa12d5674353609cd01d2f32284ae7add85bdb83de431a,Technical scaffold migrated to ZENLABS namespace.
apps/worker-ai/package.json,PRESERVED_RENAMED,8bf6aa8d5d3c9c30a2d5679f1922b215bf7f280b855d28651699dd696fd95802,Technical scaffold migrated to ZENLABS namespace.
apps/worker-ai/src/main.ts,PRESERVED_RENAMED,fedd49234ab96344939f7f40d14351cd7a81644b5b9c6755bf085584904e3066,Technical scaffold migrated to ZENLABS namespace.
apps/worker-ai/src/manifest.ts,PRESERVED_RENAMED,d5802f7e51ef7db26814cb8e771276ccc2c2aa44e9565e505a4988772fdb9a58,Technical scaffold migrated to ZENLABS namespace.
apps/worker-ai/src/runtime.ts,PRESERVED_RENAMED,d469bcf6da4a836cd3216df16f67220c69563db40d529516388d514c2b6e1863,Technical scaffold migrated to ZENLABS namespace.
apps/worker-ai/test/drain.test.ts,PRESERVED_RENAMED,91deb11d2bc87e39d24ba93698abd856232061e07afcf354857c9a9a4deaf8e4,Technical scaffold migrated to ZENLABS namespace.
apps/worker-ai/tsconfig.build.json,PRESERVED_RENAMED,742acc82a5e51155a0ab6ea2bef5faa0e2cb1f348f46c281bf400da79aaa609b,Technical scaffold migrated to ZENLABS namespace.
apps/worker-ai/tsconfig.json,PRESERVED_RENAMED,a167feb6be11aa4a2513e959c01478efc0c1e4779611f0c7b8523b9cd8a19691,Technical scaffold migrated to ZENLABS namespace.
apps/worker-media/package.json,PRESERVED_RENAMED,3da31a55532ae9c524a87c7a969ac047ce9a45ee1db50e109d7c062440f83f3e,Technical scaffold migrated to ZENLABS namespace.
apps/worker-media/src/main.ts,PRESERVED_RENAMED,6b2b2d8fe7cb5b5114e9cf4ce0eabef4394556bcc811d72208d5f54d71614b87,Technical scaffold migrated to ZENLABS namespace.
apps/worker-media/src/manifest.ts,PRESERVED_RENAMED,deffb9a240aa686bfc5cdb4a96253ea52891b3e8d1c82e48d1767019670de470,Technical scaffold migrated to ZENLABS namespace.
apps/worker-media/src/runtime.ts,PRESERVED_RENAMED,d469bcf6da4a836cd3216df16f67220c69563db40d529516388d514c2b6e1863,Technical scaffold migrated to ZENLABS namespace.
apps/worker-media/tsconfig.build.json,PRESERVED_RENAMED,742acc82a5e51155a0ab6ea2bef5faa0e2cb1f348f46c281bf400da79aaa609b,Technical scaffold migrated to ZENLABS namespace.
apps/worker-media/tsconfig.json,PRESERVED_RENAMED,a167feb6be11aa4a2513e959c01478efc0c1e4779611f0c7b8523b9cd8a19691,Technical scaffold migrated to ZENLABS namespace.
apps/worker-social/package.json,PRESERVED_RENAMED,273ef1927d64365fc6e085614c8324501ceccccf70db567ce445438d1422811f,Technical scaffold migrated to ZENLABS namespace.
apps/worker-social/src/main.ts,PRESERVED_RENAMED,a70002884c493e4890e3e7ae7faf46f0b3b1caf950e3af1d2cfc44cdfdd6a9a7,Technical scaffold migrated to ZENLABS namespace.
apps/worker-social/src/manifest.ts,PRESERVED_RENAMED,9bd1dc3dee0a079759605d69382437bc146378c5a0f4c810e2c8b58992485ba8,Technical scaffold migrated to ZENLABS namespace.
apps/worker-social/src/runtime.ts,PRESERVED_RENAMED,d469bcf6da4a836cd3216df16f67220c69563db40d529516388d514c2b6e1863,Technical scaffold migrated to ZENLABS namespace.
apps/worker-social/tsconfig.build.json,PRESERVED_RENAMED,742acc82a5e51155a0ab6ea2bef5faa0e2cb1f348f46c281bf400da79aaa609b,Technical scaffold migrated to ZENLABS namespace.
apps/worker-social/tsconfig.json,PRESERVED_RENAMED,a167feb6be11aa4a2513e959c01478efc0c1e4779611f0c7b8523b9cd8a19691,Technical scaffold migrated to ZENLABS namespace.
docs/api/openapi.yaml,MIGRATED_COMPATIBILITY,12f63f0251d4100ff88991b61cf5154d3f0006914b6f190a439385dc3af2c102,Executable OpenAPI baseline retained/renamed; V2 routes are future contracts.
docs/architecture/README.md,ARCHIVED_REFERENCE,d9737071ad462d0ccc26d4ddaa64a2aa7b30f51639ef3d33b568cf0f15c50499,Architecture document archived; relevant concepts rewritten in V2 canonical docs.
docs/architecture/adr/0001-modular-monolith.md,PRESERVE_CONCEPT,65038abb81a8f545b96e45d405db4f5eeee2197e25000cabf5a60100d84cfe5e,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0002-monorepo.md,PRESERVE_CONCEPT,846a8a6eac8b890c649df0947734fcc1a6ebe548f726d18d9386f42cf753dff2,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0003-frontend-stack.md,REVIEW_TECH_GATE,4c08e829704d09abc91a569f70538f5a74d57993787cf151f6ac06616241a915,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0004-backend-stack.md,REVIEW_TECH_GATE,3124448143c865bc5ad2fcb93a518674d218d0f903c81588ae6c3d16f3232899,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0005-authentication-strategy.md,PRESERVE_REVIEW_SECURITY,5e1cd803c126f9b780b546cc3d39751e869ee7053ac59eed2b4da987ef5dfeed,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0006-tenancy-isolation.md,PRESERVE_CONCEPT,cb9e85f41d66cc7e5d008ea7fef1a96447eca6a35720b2afac0305c6d1b3c07c,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0007-postgresql-pgvector.md,PRESERVE_REVIEW_NEED,64fb641792d424e899aa7262b763ba29707a17aeb45388cbcca56b9031dc35c6,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0008-orm-data-access.md,PRESERVE_REVIEW_TECH,338d9b1c4a98bad1891c898a6fa0eb23c81cadae827e3acdef9840dd57e2a6cc,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0009-asynchronous-processing.md,PRESERVE_CONCEPT,1741cee626e04bb0853a7fe368bf3484b0c0e3a5ca67244fa6c6316bcf58579b,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0010-scheduling.md,REFACTOR_V2,6e3d2e894da80fcbce9115fddafc803a00eeeafa669480250f5d16e5ee7a0da7,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0011-provider-abstraction.md,PRESERVE_EXPAND_V2,223b62738c7cf7199181a7a32377e53deb5694e42e81fdd66d1d20c5fd7653eb,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0012-heygen-integration.md,SUPERSEDED,dd47ed2290de0d54fbdfd23ed2306f4e1fb6731bf3af0c38101c735cd8d4f5ac,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0013-voice-video-audio-handoff.md,REFACTOR_V2,596b91c43b18ad0e2108eab2977f7f370553ec3f6fb7db7e817e771e0294b538,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0014-elevenlabs-integration.md,REFACTOR_PROVIDER_OPTIONAL,1fffc2d39b43d6a95bcb9747cbf75d498f94abadc0d6d369b5b29bf83d8c9c01,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0015-ai-model-routing.md,REFACTOR_V2,c696d6c50aec379cea917f46fe9d76e879d613a7a1dce49122c4dbff7b54942b,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0016-media-storage.md,PRESERVE_CONCEPT,589b3fe8b89e07f02c6e3607d89ccdf3eebb6256592f9f3e228c14b55edad5af,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0017-social-publishing.md,PRESERVE_LATER,5ea97b341e6d73b2e5b3c25950d341d1d950cf3e13ea7f59720b91c49b03777f,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0018-usage-ledger.md,SUPERSEDED_COMMERCIAL_SEMANTICS,121de0eb227693878e5649c6ae3a28d7d7fa218f397162e4e8cd6b214e4fa974,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0019-aws-region.md,REVIEW_CLOUD_GATE,57aa8934866bfff4c0f74fc994a08af97c32dfe830882af9c4a55278c2ad4e82,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0020-aws-initial-topology.md,REVIEW_CLOUD_GATE,09be5ce28f4d1ef3135e4a4110292794640748b359e1a817ec3f425ead7f265e,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0021-scaling-gates.md,REFACTOR_SCALE_V2,7f323dc70526e34a8800af5ac1d3580ca08c7220e33c3e4312e41cf9c39fbb66,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
docs/architecture/adr/0022-secrets-management.md,PRESERVE_CONCEPT,c20c13640f046a7e875cb40b87fb9abb152536c3e8a9e9d6cc1d9ea254aafee5,Legacy ADR explicitly triaged; canonical authority is V2 ADR set.
